f;t;count;st_astext
15012;15635;1;LINESTRING(674724.607999809 6581131.15899363,677053.760999772 6576154.16599297)
15065;11483;1;LINESTRING(675354.254999801 6578964.13699346,673563.78299983 6581082.44799396)
12433;15225;1;LINESTRING(670840.373999875 6580014.56299471,675180.209999807 6577401.27999354)
16130;4479;1;LINESTRING(672055.45799986 6577505.42299442,663889.823999965 6571910.5139963)
13183;11586;1;LINESTRING(677616.153999756 6578364.62599275,672245.234999856 6578315.48499436)
14919;13180;1;LINESTRING(675069.699999801 6582357.1419935,678271.00599973 6583981.66999244)
10905;6548;1;LINESTRING(669140.244999898 6580989.53599511,663984.068999953 6582813.1569962)
15492;15962;1;LINESTRING(676297.415999789 6575253.15299322,671813.772999864 6577874.93599448)
7630;16784;1;LINESTRING(663479.588999932 6609813.92599609,665364.611999904 6615742.29499565)
16026;11840;1;LINESTRING(671712.426999865 6578059.6779945,674619.746999794 6591538.71999352)
16111;13250;1;LINESTRING(671805.934999864 6577882.33999448,678048.066999746 6578613.8179926)
12060;15306;1;LINESTRING(671263.036999866 6582383.84099457,671821.485999864 6577867.52999448)
17315;16736;1;LINESTRING(666258.82899992 6592343.56999566,665286.381999924 6598024.91099582)
16130;15323;1;LINESTRING(672055.45799986 6577505.42299442,677135.648999767 6577859.72599292)
16139;15325;1;LINESTRING(671717.472999866 6577415.84499451,677423.235999761 6578026.04399282)
15028;14929;1;LINESTRING(676943.513999769 6578880.39599296,674715.936999812 6579721.28199364)
12423;14677;1;LINESTRING(671603.353999857 6585114.68999446,675800.860999789 6580886.1449933)
15837;14768;1;LINESTRING(670372.250999887 6576162.26399487,675759.164999793 6579090.01999334)
12021;11991;1;LINESTRING(670778.193999872 6583157.10199469,672780.722999835 6586739.19099411)
12238;11862;1;LINESTRING(671293.87799986 6586127.77199452,673827.965999812 6589674.90499378)
16130;13250;1;LINESTRING(672055.45799986 6577505.42299442,678048.066999746 6578613.8179926)
15238;15433;1;LINESTRING(673009.579999846 6576918.70799416,676729.263999785 6572936.74999312)
15238;19102;1;LINESTRING(673009.579999846 6576918.70799416,688475.205999424 6581378.88598819)
11645;11483;1;LINESTRING(674040.995999824 6579777.09799384,673563.78299983 6581082.44799396)
15775;11470;1;LINESTRING(670791.023999881 6576526.27399476,674623.823999814 6579711.16799367)
14764;11483;1;LINESTRING(675239.306999804 6578238.86199351,673563.78299983 6581082.44799396)
11961;14968;1;LINESTRING(673407.878999821 6588635.98199391,674756.140999808 6581499.48199361)
17251;11441;1;LINESTRING(665082.618999946 6579880.57499601,673722.843999824 6583075.20699389)
15022;16158;1;LINESTRING(675515.951999794 6581174.73799338,672117.668999859 6578158.06899439)
14432;11474;1;LINESTRING(676414.05299978 6579063.19299313,672917.181999842 6580695.33599415)
15930;11492;1;LINESTRING(671906.502999863 6577421.13399446,673988.148999823 6580931.26999384)
16808;11997;1;LINESTRING(665752.882999926 6591865.63199577,672805.116999835 6586221.57199411)
7669;11229;1;LINESTRING(663856.720999925 6612679.00599599,667299.530999917 6584360.11199551)
11631;11448;1;LINESTRING(672073.751999851 6584033.56899434,672662.697999849 6579087.51699424)
13150;14636;1;LINESTRING(677832.465999751 6578614.70599268,676143.353999785 6579303.06299321)
14965;12028;1;LINESTRING(675728.046999788 6582072.16299331,670885.221999868 6584687.63799465)
6717;11651;1;LINESTRING(663210.505999955 6588382.3429963,672194.158999852 6581738.90599433)
17109;12227;1;LINESTRING(665499.95099992 6600159.70899575,671133.800999863 6586053.84399457)
11193;16731;1;LINESTRING(668523.367999896 6588506.19399519,665004.011999931 6594813.5409959)
14933;15393;1;LINESTRING(675145.0469998 6581667.16599349,676582.062999779 6577663.2129931)
11612;11483;1;LINESTRING(673975.700999825 6579482.35499386,673563.78299983 6581082.44799396)
16016;11551;1;LINESTRING(671968.222999862 6577154.42499445,672506.437999847 6581505.22699425)
19157;13556;1;LINESTRING(688016.860999412 6590924.74098819,682712.684999594 6592283.21899061)
11511;15377;1;LINESTRING(674162.223999817 6582491.12599377,676246.634999787 6577166.23199321)
11636;16209;1;LINESTRING(673674.997999827 6581608.36699392,664542.606999949 6582262.6219961)
16737;7563;1;LINESTRING(665290.423999924 6597938.97499582,663765.18499993 6608700.58999604)
1277;15737;1;LINESTRING(672809.740999843 6581145.96099417,675534.430999801 6577213.09999343)
12064;11492;1;LINESTRING(669686.513999891 6580808.02099499,673988.148999823 6580931.26999384)
11550;13202;1;LINESTRING(672640.155999845 6581464.85399422,677351.249999754 6582402.34699278)
6860;11493;1;LINESTRING(661469.23499997 6588774.23699662,673510.17199983 6582215.27099397)
15048;11483;1;LINESTRING(675232.910999798 6581904.19199346,673563.78299983 6581082.44799396)
11877;14799;1;LINESTRING(673793.305999817 6586924.93299382,675042.531999808 6578656.40999356)
12141;11008;1;LINESTRING(670900.760999874 6580162.97499469,668069.381999909 6582974.22799535)
12078;14939;1;LINESTRING(669717.476999889 6581377.37899497,675154.250999801 6581072.3729935)
16037;14636;1;LINESTRING(671860.257999864 6577318.09099447,676143.353999785 6579303.06299321)
6717;11015;1;LINESTRING(663210.505999955 6588382.3429963,667324.121999917 6583914.0379955)
14938;15352;1;LINESTRING(675094.422999802 6581306.61099351,682769.339999628 6577703.96599086)
11640;11483;1;LINESTRING(672720.794999845 6580729.9509942,673563.78299983 6581082.44799396)
15775;12025;1;LINESTRING(670791.023999881 6576526.27399476,671452.43499986 6584424.1209945)
16196;16731;1;LINESTRING(666346.940999921 6589888.97599566,665004.011999931 6594813.5409959)
12047;11582;1;LINESTRING(670236.329999878 6584083.29699482,673013.625999842 6579377.71999414)
16812;16385;1;LINESTRING(665469.72699992 6600548.69899576,665649.896999926 6593061.67699579)
13214;14636;1;LINESTRING(678706.400999731 6578453.81499238,676143.353999785 6579303.06299321)
15013;13161;1;LINESTRING(675406.401999796 6581407.37399341,677615.663999744 6584858.75599265)
17109;16923;1;LINESTRING(665499.95099992 6600159.70899575,666294.882999922 6590342.46499567)
13476;11002;1;LINESTRING(682979.700999608 6583079.86299068,668570.758999901 6584236.08899522)
16873;13017;1;LINESTRING(665695.052999926 6592285.35799578,669851.473999867 6596731.18699478)
11341;14968;1;LINESTRING(667415.811999911 6588373.38999544,674756.140999808 6581499.48199361)
11228;16385;1;LINESTRING(668512.050999896 6588810.62799519,665649.896999926 6593061.67699579)
15240;11587;1;LINESTRING(675956.228999795 6575912.07599332,672200.422999857 6578521.99299437)
16745;16333;1;LINESTRING(665454.95699992 6600819.04199576,664098.038999922 6612813.91399594)
16737;12030;1;LINESTRING(665290.423999924 6597938.97499582,671174.513999864 6584801.52699457)
11467;11458;1;LINESTRING(673891.040999828 6578763.9469939,673462.060999829 6583011.76299397)
7605;16991;1;LINESTRING(663611.761999929 6610950.33299605,665080.994999908 6615642.86599571)
15968;10851;1;LINESTRING(674029.155999829 6576791.43999388,676720.742999786 6572091.78199313)
14972;11468;1;LINESTRING(674931.090999804 6581996.52099355,672210.070999857 6578381.65199437)
13815;14590;1;LINESTRING(680552.966999685 6579147.0709917,676357.811999781 6579111.26699315)
15226;15824;1;LINESTRING(675435.169999802 6577513.00599346,670260.463999889 6576104.91999489)
9074;11495;1;LINESTRING(668163.272999925 6568238.85699546,674352.025999816 6581101.65099373)
1102;11483;1;LINESTRING(674095.900999825 6578731.43299384,673563.78299983 6581082.44799396)
17109;7563;1;LINESTRING(665499.95099992 6600159.70899575,663765.18499993 6608700.58999604)
13233;11528;1;LINESTRING(678048.814999747 6578422.44599261,672839.372999841 6582414.11199415)
14432;15005;1;LINESTRING(676414.05299978 6579063.19299313,674803.83099981 6579935.31199362)
15920;14929;1;LINESTRING(667012.309999929 6576472.52899564,674715.936999812 6579721.28199364)
13064;17066;1;LINESTRING(669584.941999871 6596686.18899485,666102.384999921 6592731.93299569)
16130;15305;1;LINESTRING(672055.45799986 6577505.42299442,676847.042999773 6578063.85899301)
17109;17147;1;LINESTRING(665499.95099992 6600159.70899575,665736.972999926 6591775.95399578)
12267;11875;1;LINESTRING(670062.591999871 6591385.96999478,673512.547999822 6586640.57699391)
12432;14870;1;LINESTRING(670730.237999877 6580149.79899473,674967.236999808 6578929.45399358)
12423;16697;1;LINESTRING(671603.353999857 6585114.68999446,665368.232999923 6598571.8089958)
10363;9822;1;LINESTRING(680795.158999714 6562912.51699188,677358.071999774 6571436.59999294)
16748;16388;1;LINESTRING(665493.284999918 6601357.34499574,666159.867999923 6590730.1909957)
13183;14590;1;LINESTRING(677616.153999756 6578364.62599275,676357.811999781 6579111.26699315)
80;16041;1;LINESTRING(675173.201999805 6578908.95199352,670623.747999881 6578202.96999478)
14432;11480;1;LINESTRING(676414.05299978 6579063.19299313,673597.89899983 6580997.89899395)
15232;15839;1;LINESTRING(675829.119999797 6575874.49399336,671823.629999866 6576420.79499449)
15807;11649;1;LINESTRING(667534.730999923 6576760.80699552,672009.544999856 6580925.30399439)
11631;16779;1;LINESTRING(672073.751999851 6584033.56899434,666619.478999918 6590113.4399956)
7404;16731;1;LINESTRING(663837.300999929 6608224.47299603,665004.011999931 6594813.5409959)
15221;11470;1;LINESTRING(672279.996999857 6577499.14399436,674623.823999814 6579711.16799367)
14938;15030;1;LINESTRING(675094.422999802 6581306.61099351,677206.584999765 6578406.65899289)
80;11483;1;LINESTRING(675173.201999805 6578908.95199352,673563.78299983 6581082.44799396)
13801;14871;1;LINESTRING(680002.341999697 6579788.07499189,674809.829999811 6578882.55499363)
15372;15020;1;LINESTRING(675924.791999793 6577343.30599331,675843.206999787 6581417.66399328)
16139;15396;1;LINESTRING(671717.472999866 6577415.84499451,676592.461999786 6573582.99099315)
15031;14590;2;LINESTRING(677699.091999752 6579335.27899271,676357.811999781 6579111.26699315)
11475;11480;2;LINESTRING(672869.344999843 6580472.55899417,673597.89899983 6580997.89899395)
7319;16957;2;LINESTRING(663706.775999931 6607577.78699606,664632.465999915 6613491.28899582)
15964;13250;2;LINESTRING(672420.463999855 6577210.89199433,678048.066999746 6578613.8179926)
1919;11480;2;LINESTRING(673102.314999839 6580640.5869941,673597.89899983 6580997.89899395)
14912;14588;2;LINESTRING(677080.503999766 6578962.04299292,674901.847999808 6579705.53699359)
14432;15036;2;LINESTRING(676414.05299978 6579063.19299313,674788.46599981 6579821.14499362)
14433;15036;2;LINESTRING(676859.676999771 6578847.38799299,674788.46599981 6579821.14499362)
7400;17099;2;LINESTRING(663763.708999932 6606917.88299606,665526.63199992 6599896.50299575)
16745;16384;2;LINESTRING(665454.95699992 6600819.04199576,665063.908999931 6594656.29499589)
16710;13017;2;LINESTRING(666293.757999919 6592856.63899565,669851.473999867 6596731.18699478)
16748;16766;2;LINESTRING(665493.284999918 6601357.34499574,665201.656999928 6595860.25699585)
7404;16957;2;LINESTRING(663837.300999929 6608224.47299603,664632.465999915 6613491.28899582)
14433;15084;2;LINESTRING(676859.676999771 6578847.38799299,674901.847999809 6579713.69499359)
16039;13151;2;LINESTRING(672313.442999857 6577296.58199435,677935.539999749 6578614.28199264)
16729;16779;2;LINESTRING(665015.04599993 6595954.47699589,666619.478999918 6590113.4399956)
11482;12230;2;LINESTRING(673341.422999834 6581371.36399402,671247.208999861 6585874.24799454)
13253;14768;2;LINESTRING(677299.557999761 6579243.65199284,675759.164999793 6579090.01999334)
16039;15325;2;LINESTRING(672313.442999857 6577296.58199435,677423.235999761 6578026.04399282)
14912;14929;2;LINESTRING(677080.503999766 6578962.04299292,674715.936999812 6579721.28199364)
7319;16991;2;LINESTRING(663706.775999931 6607577.78699606,665080.994999908 6615642.86599571)
12144;17036;2;LINESTRING(669922.194999879 6587481.92099486,665808.877999925 6592215.74999576)
14912;14928;2;LINESTRING(677080.503999766 6578962.04299292,674850.998999809 6579796.9059936)
11249;16697;2;LINESTRING(666957.276999914 6589867.57699553,665368.232999923 6598571.8089958)
16198;16730;2;LINESTRING(666264.725999922 6589807.42499568,664957.496999931 6595588.34199591)
16443;16913;2;LINESTRING(665510.637999933 6587638.29799586,665965.957999929 6587446.80899577)
13268;14590;2;LINESTRING(677375.67599976 6579026.60799282,676357.811999781 6579111.26699315)
16812;16730;2;LINESTRING(665469.72699992 6600548.69899576,664957.496999931 6595588.34199591)
11554;12055;2;LINESTRING(672156.678999852 6582501.32599434,669875.083999879 6587512.34599487)
18567;6331;2;LINESTRING(645086.730000037 6602979.3739986,646420.752000034 6601486.51099848)
11254;16731;2;LINESTRING(668639.606999895 6588717.60399516,665004.011999931 6594813.5409959)
11254;11948;2;LINESTRING(668639.606999895 6588717.60399516,672069.99099985 6584405.96199434)
14589;13283;2;LINESTRING(676354.891999781 6579187.21899315,677347.996999761 6578566.84599284)
15075;14590;2;LINESTRING(677231.387999764 6578546.43699288,676357.811999781 6579111.26699315)
14793;14439;2;LINESTRING(675085.393999805 6579554.78399354,676357.202999781 6579110.10899315)
11188;16401;2;LINESTRING(668176.090999901 6588383.16699527,665797.973999925 6592311.10199576)
14433;15088;2;LINESTRING(676859.676999771 6578847.38799299,674703.241999809 6581264.87899363)
11249;16766;2;LINESTRING(666957.276999914 6589867.57699553,665201.656999928 6595860.25699585)
12423;16923;2;LINESTRING(671603.353999857 6585114.68999446,666294.882999922 6590342.46499567)
7400;16744;2;LINESTRING(663763.708999932 6606917.88299606,665470.785999919 6601120.61299575)
7440;16982;2;LINESTRING(663769.138999932 6606799.96999606,664992.838999922 6603512.39799583)
13253;14929;2;LINESTRING(677299.557999761 6579243.65199284,674715.936999812 6579721.28199364)
16111;15323;2;LINESTRING(671805.934999864 6577882.33999448,677135.648999767 6577859.72599292)
16706;7563;2;LINESTRING(665567.93299992 6599665.04399574,663765.18499993 6608700.58999604)
16745;17036;2;LINESTRING(665454.95699992 6600819.04199576,665808.877999925 6592215.74999576)
11254;16385;2;LINESTRING(668639.606999895 6588717.60399516,665649.896999926 6593061.67699579)
14765;11483;2;LINESTRING(675483.848999799 6578541.77299343,673563.78299983 6581082.44799396)
11642;12055;2;LINESTRING(672667.102999845 6581561.66399421,669875.083999879 6587512.34599487)
14432;14932;2;LINESTRING(676414.05299978 6579063.19299313,674942.995999807 6580022.98399357)
7440;17299;3;LINESTRING(663769.138999932 6606799.96999606,664819.058999912 6613964.47399578)
11631;11243;3;LINESTRING(672073.751999851 6584033.56899434,668414.983999897 6588881.41599521)
11569;11552;3;LINESTRING(674500.941999815 6580363.5739937,673229.295999835 6581404.00099405)
17999;17602;3;LINESTRING(658597.849287746 6625570,658840.79999996 6625332.28399682)
15935;13250;3;LINESTRING(673484.85299984 6575904.99299405,678048.066999746 6578613.8179926)
11631;16923;3;LINESTRING(672073.751999851 6584033.56899434,666294.882999922 6590342.46499567)
11644;11552;3;LINESTRING(674484.995999816 6579781.47499371,673229.295999835 6581404.00099405)
11615;11483;3;LINESTRING(673140.494999838 6580749.03199409,673563.78299983 6581082.44799396)
7319;7671;3;LINESTRING(663706.775999931 6607577.78699606,664004.199999923 6612616.80899596)
12144;16401;3;LINESTRING(669922.194999879 6587481.92099486,665797.973999925 6592311.10199576)
15214;15325;3;LINESTRING(671957.810999862 6577673.71299444,677423.235999761 6578026.04399282)
12131;11248;3;LINESTRING(671564.523999857 6585278.24499446,668118.497999901 6589103.65899528)
11631;11216;3;LINESTRING(672073.751999851 6584033.56899434,669066.03999989 6588223.56299506)
14433;14999;3;LINESTRING(676859.676999771 6578847.38799299,674849.124999809 6579621.41099361)
14433;11470;3;LINESTRING(676859.676999771 6578847.38799299,674623.823999814 6579711.16799367)
16748;16761;3;LINESTRING(665493.284999918 6601357.34499574,664836.201999932 6595964.80599593)
15065;14444;3;LINESTRING(675354.254999801 6578964.13699346,676267.419999784 6578484.27199319)
16812;16384;3;LINESTRING(665469.72699992 6600548.69899576,665063.908999931 6594656.29499589)
11616;11552;3;LINESTRING(673533.772999831 6580658.81099398,673229.295999835 6581404.00099405)
7319;16744;3;LINESTRING(663706.775999931 6607577.78699606,665470.785999919 6601120.61299575)
16748;16731;3;LINESTRING(665493.284999918 6601357.34499574,665004.011999931 6594813.5409959)
7440;7600;3;LINESTRING(663769.138999932 6606799.96999606,663700.069999927 6612251.17799602)
7406;16957;3;LINESTRING(663786.12799993 6608612.35999604,664632.465999915 6613491.28899582)
11215;16385;3;LINESTRING(668821.959999892 6588464.94599512,665649.896999926 6593061.67699579)
11469;14929;4;LINESTRING(673734.362999828 6580741.28599392,674715.936999812 6579721.28199364)
